FECHA;SUBSISTEMA;ENTIDAD;TIPO DE CREDITO;TIPO DE OPERACION;ESTADO DE LA OPERACION;PROVINCIA;CANTON;SECTOR;SUBSECTOR;ACTIVIDAD;NÚMERO DE OPERACIONES;MONTO OTORGADO
31/12/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO CORPORATIVO;CREDITO;REESTRUCTURADA;MANABI;JARAMIJO;INDUSTRIAS MANUFACTURERAS;ELABORACIÓN Y CONSERVACIÓN DE PESCADOS CRUSTÁCEOS Y MOLUSCOS;PREPARACIÓN Y CONSERVACIÓN DE PESCADO CRUSTÁCEOS (EXCEPTO CAMARÓN Y LANGOSTINOS) Y OTROS MOLUSCOS MEDIANTE EL CONGELADO ULTRACONGELADO SECADO AHUMADO SALADO SUMERGIDO EN SALMUERA Y ENLATADO ETCÉTERA;1;13321251.67
31/12/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CONTINGENTE;REESTRUCTURADA;LOJA;LOJA;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;58802.86
31/12/2022;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO CORPORATIVO;CREDITO;REESTRUCTURADA;PICHINCHA;QUITO;INDUSTRIAS MANUFACTURERAS;FABRICACIÓN DE CARROCERÍAS PARA VEHÍCULOS AUTOMOTORES FABRICACIÓN DE REMOLQUES Y SEMIRREMOLQUES;SERVICIOS DE APOYO A LA FABRICACIÓN ENSAMBLAJE Y EQUIPAMIENTO DE CARROCERÍAS PARA VEHÍCULOS AUTOMOTORES REMOLQUES Y SEMIRREMOLQUES A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO;1;1377660.83
31/01/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;NOVADA;PICHINCHA;QUITO;CONSTRUCCIÓN;CONSTRUCCIÓN DE EDIFICIOS;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES EDIFICIOS MULTIFAMILIARES INCLUSO EDIFICIOS DE ALTURAS ELEVADAS VIVIENDAS PARA ANCIANATOS CASAS PARA BENEFICENCIA ORFANATOS CÁRCELES CUARTELES CONVENTOS CASAS RELIGIOSAS INCLUYE REMODELACIÓN RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES;1;291799.13
31/01/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CONTINGENTE;REESTRUCTURADA;PICHINCHA;QUITO;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;141272
31/01/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;LOS RIOS;BABAHOYO;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;34576.83
31/01/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;ESMERALDAS;ATACAMES;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES HOTELES DE SUITES APART HOTELES COMPLEJOS TURÍSTICOS HOSTERÍAS;1;244772.87
31/01/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;REESTRUCTURADA;LOJA;LOJA;TRANSPORTE Y ALMACENAMIENTO;OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VÍA TERRESTRE;SERVICIOS DE TAXIS;1;16684.77
31/01/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;PICHINCHA;QUITO;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;29092.05
31/01/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;REESTRUCTURADA;GUAYAS;GUAYAQUIL;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;45590.28
31/01/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;REESTRUCTURADA;PICHINCHA;QUITO;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;34462.53
31/01/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;REESTRUCTURADA;GUAYAS;SAN JACINTO DE YAGUACHI;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;67057.48
31/01/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;NOVADA;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;46616
31/01/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;PICHINCHA;QUITO;CONSTRUCCIÓN;CONSTRUCCIÓN DE EDIFICIOS;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES EDIFICIOS MULTIFAMILIARES INCLUSO EDIFICIOS DE ALTURAS ELEVADAS VIVIENDAS PARA ANCIANATOS CASAS PARA BENEFICENCIA ORFANATOS CÁRCELES CUARTELES CONVENTOS CASAS RELIGIOSAS INCLUYE REMODELACIÓN RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES;1;2270565.44
31/01/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;NOVADA;GALAPAGOS;SANTA CRUZ;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES HOTELES DE SUITES APART HOTELES COMPLEJOS TURÍSTICOS HOSTERÍAS;2;515600.24
31/01/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;REESTRUCTURADA;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;50923.06
31/01/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;GUAYAS;GUAYAQUIL;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;3;102632.84
28/02/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;CHIMBORAZO;CUMANDA;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;ACUICULTURA MARINA;EXPLOTACIÓN DE CRIADEROS DE CAMARONES (CAMARONERAS) CRIADEROS DE LARVAS  DE CAMARÓN (LABORATORIOS DE LARVAS DE CAMARÓN);1;1280070
28/02/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CONTINGENTE;REESTRUCTURADA;MANABI;PEDERNALES;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES HOTELES DE SUITES APART HOTELES COMPLEJOS TURÍSTICOS HOSTERÍAS;1;914603.84
28/02/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CONTINGENTE;REESTRUCTURADA;SANTO DOMINGO DE LOS TSÁCHILAS;SANTO DOMINGO;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;42829.48
28/02/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;NOVADA;CHIMBORAZO;RIOBAMBA;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES HOTELES DE SUITES APART HOTELES COMPLEJOS TURÍSTICOS HOSTERÍAS;2;73027.19
28/02/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;REESTRUCTURADA;GALAPAGOS;SANTA CRUZ;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE DE PASAJEROS MARÍTIMO Y DE CABOTAJE;TRANSPORTE MARÍTIMO Y DE CABOTAJE REGULAR Y NO REGULAR DE PASAJEROS EXPLOTACIÓN DE EMBARCACIONES DE EXCURSIÓN DE CRUCERO O DE TURISMO EXPLOTACIÓN DE TRANSBORDADORES TAXIS ACUÁTICAS ETCÉTERA;1;512500
28/02/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;PICHINCHA;QUITO;INFORMACIÓN Y COMUNICACIÓN;ACTIVIDADES DE PROGRAMACIÓN INFORMÁTICA;ACTIVIDADES DE DISEÑO DE LA ESTRUCTURA Y EL CONTENIDO DE LOS ELEMENTOS SIGUIENTES (Y/O ESCRITURA DEL CÓDIGO INFORMÁTICO NECESARIO PARA SU CREACIÓN Y APLICACIÓN): PROGRAMAS DE SISTEMAS OPERATIVOS (INCLUIDAS ACTUALIZACIONES Y PARCHES DE CORRECCIÓN) APLICACIONES INFORMÁTICAS (INCLUIDAS ACTUALIZACIONES Y PARCHES DE CORRECCIÓN) BASES DE DATOS Y PÁGINAS WEB;1;31346.12
28/02/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;REESTRUCTURADA;ORELLANA;ORELLANA;EXPLOTACIÓN DE MINAS Y CANTERAS;ACTIVIDADES DE APOYO PARA LA EXTRACCIÓN DE PETRÓLEO Y GAS NATURAL;ACTIVIDADES DE SERVICIOS DE EXTRACCIÓN DE PETRÓLEO Y GAS REALIZADAS A CAMBIO DE UNA RETRIBUCIÓN O POR CONTRATO: SONDEOS EXPLORACIÓN (POR EJEMPLO: MÉTODOS TRADICIONALES DE PROSPECCIÓN COMO OBSERVACIONES GEOLÓGICAS EN POSIBLES YACIMIENTOS) PERFORACIÓN DIRIGIDA Y REPERFORACIÓN PERFORACIÓN INICIAL ERECCIÓN REPARACIÓN Y DESMANTELAMIENTO DE TORRES DE PERFORACIÓN CEMENTACIÓN DE TUBOS DE ENCAMISADO DE LOS POZOS DE PETRÓLEO Y GAS BOMBEO TAPONAMIENTO Y ABANDONO DE POZOS ETCÉTERA LICUEFACCIÓN Y REGASIFICACIÓN DE GAS NATURAL PARA SU TRANSPORTE REALIZADAS EN EL LUGAR DE EXTRACCIÓN DRENAJE Y BOMBEO;1;231651.52
28/02/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;REESTRUCTURADA;LOS RIOS;BABAHOYO;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;CRÍA DE AVES DE CORRAL;EXPLOTACIÓN DE CRIADEROS DE POLLOS Y REPRODUCCIÓN DE AVES DE CORRAL POLLOS Y GALLINAS (AVES DE LA ESPECIE GALLUS DOMESTICUS);1;594971.38
28/02/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;NOVADA;COTOPAXI;SALCEDO;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;CULTIVO DE OTRAS PLANTAS NO PERENNES;CULTIVO DE FLORES INCLUIDA LA PRODUCCIÓN DE FLORES CORTADAS Y CAPULLOS;1;547612.4
28/02/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO EMPRESARIAL;CREDITO;NOVADA;PICHINCHA;QUITO;CONSTRUCCIÓN;CONSTRUCCIÓN DE EDIFICIOS;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES EDIFICIOS MULTIFAMILIARES INCLUSO EDIFICIOS DE ALTURAS ELEVADAS VIVIENDAS PARA ANCIANATOS CASAS PARA BENEFICENCIA ORFANATOS CÁRCELES CUARTELES CONVENTOS CASAS RELIGIOSAS INCLUYE REMODELACIÓN RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES;1;510743.3
28/02/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CONTINGENTE;REESTRUCTURADA;GUAYAS;ALFREDO BAQUERIZO MORENO (JUJAN);AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;CULTIVO DE FRUTAS TROPICALES Y SUBTROPICALES;CULTIVO DE BANANOS Y PLÁTANOS;1;865325.4
28/02/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;REESTRUCTURADA;PICHINCHA;QUITO;CONSTRUCCIÓN;CONSTRUCCIÓN DE EDIFICIOS;CONSTRUCCIÓN DE TODO TIPO DE EDIFICIOS RESIDENCIALES: CASAS FAMILIARES INDIVIDUALES EDIFICIOS MULTIFAMILIARES INCLUSO EDIFICIOS DE ALTURAS ELEVADAS VIVIENDAS PARA ANCIANATOS CASAS PARA BENEFICENCIA ORFANATOS CÁRCELES CUARTELES CONVENTOS CASAS RELIGIOSAS INCLUYE REMODELACIÓN RENOVACIÓN O REHABILITACIÓN DE ESTRUCTURAS EXISTENTES;2;772550.56
28/02/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CREDITO;NOVADA;AZUAY;NABON;AGRICULTURA GANADERÍA  SILVICULTURA Y PESCA;CULTIVO DE HORTALIZAS Y MELONES RAÍCES Y TUBÉRCULOS;CULTIVO DE PAPA;2;194187.07
31/03/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CREDITO;REESTRUCTURADA;PICHINCHA;QUITO;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;59426.36
31/03/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CONTINGENTE;REESTRUCTURADA;PICHINCHA;QUITO;TRANSPORTE Y ALMACENAMIENTO;TRANSPORTE URBANO Y SUBURBANO DE PASAJEROS POR VÍA TERRESTRE;TRANSPORTE TERRESTRE DE PASAJEROS POR SISTEMAS DE TRANSPORTE URBANO QUE PUEDEN ABARCAR LÍNEAS DE AUTOBÚS TRANVÍA TROLEBÚS METRO FERROCARRIL ELEVADO LÍNEAS DE TRANSPORTE ENTRE LA CIUDAD Y EL AEROPUERTO O LA ESTACIÓN ETCÉTERA EL TRANSPORTE SE REALIZA POR RUTAS ESTABLECIDAS SIGUIENDO NORMALMENTE UN HORARIO FIJO Y EL EMBARQUE Y DESEMBARQUE DE PASAJEROS EN PARADAS ESTABLECIDAS INCLUYE LA EXPLOTACIÓN DE FUNICULARES TELEFÉRICOS ETCÉTERA QUE FORMEN PARTE DEL SISTEMA DE TRANSPORTE URBANO;1;35238.78
31/03/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;PRODUCTIVO PYMES;CONTINGENTE;REESTRUCTURADA;PICHINCHA;QUITO;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS;ACTIVIDADES DE ALOJAMIENTO PARA ESTANCIAS CORTAS;SERVICIOS DE ALOJAMIENTO PRESTADOS POR HOTELES HOTELES DE SUITES APART HOTELES COMPLEJOS TURÍSTICOS HOSTERÍAS;1;249512.2
31/03/2023;INSTITUCIONES FINANCIERAS PUBLICAS;CORPORACION FINANCIERA NACIONAL B.P.;MICROCREDITO DE ACUMULACION AMPLIADA;CONTINGENTE;REESTRUCTURADA;LOJA;LOJA;TRANSPORTE Y ALMACENAMIENTO;OTRAS ACTIVIDADES DE TRANSPORTE DE PASAJEROS POR VÍA TERRESTRE;SERVICIOS DE TAXIS;1;14879.28
