escuela;sexo;edad;direccion;tam_fami;fam_estado;edu_madre;edu_padre;Mjob;Fjob;razon;tutor;tiempo_viaje;tiempo_estudio;failures;schoolsup;famsup;paid;activities;nursery;higher;internet;romantic;famrel;freetime;goout;Dalc;Walc;salud;ausencias;G1;G2;G3
GP;hombre;18;urbano;GT3;juntos;2;1;other;other;home;mother;menos de 15min;2;0;no;no;no;yes;yes;yes;yes;no;excelente;poco;alto;1;2;buena;2;16;16;16
GP;hombre;17;rural;GT3;juntos;2;2;other;services;other;mother;15 a 30 min;1;0;no;no;no;no;no;no;no;no;excelente;poco;poco;1;1;buena;0;9;10;10
GP;mujer;17;urbano;LE3;juntos;2;2;services;services;course;father;menos de 15min;4;0;no;no;no;yes;yes;yes;yes;yes;buena;alto;muy poco;1;1;mala;2;10;11;12
GP;mujer;20;rural;GT3;juntos;2;1;other;other;course;other;15 a 30 min;2;0;no;yes;yes;yes;yes;no;yes;yes;muy mala;poco;medio;1;2;mala;8;10;12;12
GP;mujer;18;urbano;GT3;juntos;4;3;services;other;home;father;menos de 15min;2;0;no;yes;no;no;yes;yes;yes;yes;buena;muy poco;poco;1;3;mala;2;15;15;15
GP;hombre;18;urbano;GT3;juntos;4;3;teacher;other;course;mother;menos de 15min;2;0;no;yes;no;no;no;yes;yes;no;muy buena;medio;poco;1;1;regular;2;10;10;11
GP;hombre;18;rural;GT3;juntos;3;2;other;other;course;mother;menos de 15min;3;0;no;no;no;yes;no;yes;no;no;excelente;medio;poco;1;1;regular;2;10;11;12
GP;mujer;17;urbano;GT3;juntos;3;3;other;other;home;mother;menos de 15min;3;0;no;no;no;yes;no;yes;no;no;buena;poco;medio;1;1;buena;2;15;12;13
GP;mujer;18;urbano;GT3;juntos;2;2;at_home;services;home;mother;menos de 15min;3;0;no;yes;no;yes;yes;yes;yes;yes;muy buena;medio;medio;1;1;regular;0;11;12;13
GP;hombre;17;urbano;GT3;juntos;2;2;other;other;home;father;15 a 30 min;1;0;no;no;no;no;yes;no;yes;no;muy buena;alto;alto;2;3;buena;8;8;8;9
GP;hombre;18;rural;LE3;separados;3;4;other;other;reputation;mother;15 a 30 min;2;0;no;yes;no;yes;yes;yes;yes;no;muy buena;poco;muy alto;3;4;muy mala;6;15;16;16
GP;hombre;17;urbano;GT3;juntos;3;1;services;other;other;mother;menos de 15min;2;0;no;no;no;yes;yes;yes;yes;yes;excelente;alto;alto;3;4;muy buena;0;11;11;14
GP;mujer;18;rural;GT3;juntos;4;4;teacher;other;reputation;mother;15 a 30 min;2;0;no;no;no;yes;yes;yes;yes;no;muy buena;medio;alto;2;2;buena;8;10;11;12
GP;hombre;18;urbano;GT3;juntos;4;2;health;other;reputation;father;menos de 15min;2;0;no;yes;no;yes;yes;yes;yes;yes;excelente;alto;muy alto;1;3;muy buena;4;10;12;14
GP;mujer;18;rural;GT3;juntos;2;1;other;other;reputation;mother;15 a 30 min;2;0;no;yes;no;no;yes;no;yes;yes;muy buena;medio;muy alto;1;2;regular;12;8;9;10
GP;mujer;19;urbano;GT3;juntos;3;3;other;services;home;other;menos de 15min;2;0;no;yes;no;yes;yes;yes;yes;no;muy buena;medio;muy alto;3;3;muy buena;16;11;12;12
GP;mujer;18;urbano;GT3;juntos;2;3;other;services;reputation;father;menos de 15min;4;0;no;yes;no;yes;yes;yes;yes;yes;muy buena;muy alto;muy alto;1;3;mala;10;16;16;16
GP;mujer;18;urbano;LE3;juntos;1;1;other;other;home;mother;15 a 30 min;2;0;no;yes;no;no;no;yes;no;no;muy buena;alto;medio;1;1;regular;2;13;13;13
GP;hombre;17;rural;GT3;juntos;1;2;at_home;at_home;home;mother;menos de 15min;2;0;no;yes;no;yes;no;yes;no;yes;buena;muy alto;poco;2;2;muy mala;2;16;17;18
GP;mujer;18;urbano;GT3;juntos;2;1;other;other;home;mother;menos de 15min;2;0;no;yes;no;no;yes;yes;yes;yes;muy buena;poco;muy alto;1;2;muy mala;8;14;14;15
GP;mujer;17;urbano;GT3;juntos;2;4;at_home;health;reputation;mother;15 a 30 min;2;0;no;yes;no;no;yes;yes;yes;yes;muy buena;medio;medio;1;1;muy mala;6;15;16;16
GP;mujer;17;urbano;LE3;juntos;2;2;services;other;course;mother;15 a 30 min;2;0;yes;yes;no;no;yes;yes;yes;yes;muy buena;alto;alto;2;3;muy buena;6;12;12;12
GP;mujer;18;rural;GT3;separados;3;2;other;services;home;mother;15 a 30 min;2;0;no;no;no;no;no;no;yes;yes;muy buena;muy poco;muy poco;1;1;muy buena;15;12;9;10
GP;hombre;18;urbano;GT3;juntos;4;4;teacher;services;home;mother;15 a 30 min;1;0;no;no;no;yes;yes;yes;yes;no;buena;poco;alto;1;4;regular;6;11;12;12
GP;mujer;18;urbano;GT3;juntos;4;4;health;health;reputation;father;menos de 15min;2;1;yes;yes;no;yes;yes;yes;yes;yes;mala;alto;alto;1;1;buena;2;14;12;13
GP;mujer;17;urbano;GT3;juntos;2;2;other;services;reputation;father;30 min a 1 hora;3;0;no;yes;no;no;yes;yes;yes;yes;muy buena;poco;medio;1;1;muy mala;8;13;15;15
GP;mujer;19;rural;GT3;juntos;3;2;services;services;reputation;father;menos de 15min;2;1;yes;yes;no;no;yes;no;yes;no;buena;medio;medio;4;3;regular;0;9;8;10
GP;hombre;18;urbano;LE3;juntos;4;3;teacher;services;course;mother;15 a 30 min;1;0;no;no;no;yes;yes;yes;yes;no;muy buena;poco;medio;1;2;muy mala;0;10;10;10
GP;hombre;18;urbano;GT3;juntos;1;2;at_home;other;home;other;15 a 30 min;1;0;no;no;no;no;no;no;yes;no;buena;alto;alto;2;4;buena;10;10;10;11
GP;hombre;17;urbano;LE3;separados;4;1;services;other;home;mother;15 a 30 min;1;0;no;no;no;yes;yes;yes;yes;yes;muy buena;muy alto;alto;2;4;muy buena;22;11;11;10
GP;hombre;17;urbano;LE3;separados;3;2;teacher;services;home;mother;menos de 15min;1;0;no;no;no;no;yes;yes;yes;no;muy buena;alto;alto;3;4;regular;18;13;13;13
GP;mujer;18;rural;LE3;juntos;1;1;at_home;other;reputation;mother;15 a 30 min;4;0;no;yes;no;yes;yes;yes;no;no;excelente;poco;poco;1;1;regular;2;17;17;18
GP;mujer;18;urbano;GT3;juntos;1;1;other;other;home;mother;15 a 30 min;2;0;yes;no;no;yes;yes;yes;yes;no;excelente;alto;alto;1;1;buena;0;12;13;13
GP;mujer;17;urbano;GT3;juntos;2;2;other;other;course;mother;menos de 15min;2;0;no;yes;no;no;no;yes;yes;no;excelente;alto;muy alto;1;2;muy buena;12;12;12;14
GP;mujer;18;urbano;GT3;juntos;2;1;other;other;reputation;mother;15 a 30 min;2;0;no;no;no;yes;yes;yes;yes;yes;muy buena;medio;muy poco;1;1;muy buena;10;12;13;14
GP;hombre;17;urbano;GT3;juntos;1;1;other;other;reputation;father;menos de 15min;2;0;no;no;no;no;no;yes;yes;no;muy buena;medio;medio;1;2;buena;0;12;12;12
GP;mujer;18;urbano;GT3;juntos;2;2;at_home;at_home;other;mother;menos de 15min;3;0;no;yes;no;no;yes;yes;yes;no;muy buena;medio;medio;1;2;mala;0;18;18;18
GP;mujer;17;urbano;GT3;juntos;1;1;services;teacher;reputation;mother;menos de 15min;3;0;no;yes;no;no;yes;yes;yes;no;muy buena;medio;medio;1;1;regular;0;13;13;14
GP;hombre;18;urbano;GT3;juntos;2;1;services;services;reputation;mother;menos de 15min;3;0;no;no;no;yes;yes;yes;yes;no;muy buena;poco;alto;1;3;mala;0;14;15;15
GP;hombre;18;urbano;LE3;separados;4;4;teacher;teacher;reputation;mother;menos de 15min;2;0;no;yes;no;yes;yes;yes;yes;no;excelente;alto;medio;1;1;mala;0;17;17;17
GP;hombre;18;urbano;GT3;juntos;4;2;teacher;other;home;mother;menos de 15min;2;0;no;yes;no;yes;yes;yes;yes;yes;muy buena;medio;poco;1;4;muy buena;2;15;16;16
GP;mujer;17;urbano;GT3;juntos;4;3;health;services;reputation;mother;menos de 15min;3;0;no;yes;no;no;yes;yes;yes;no;muy buena;poco;poco;1;2;regular;0;17;18;18
GP;mujer;17;rural;LE3;juntos;3;1;services;other;reputation;mother;15 a 30 min;4;0;no;yes;no;no;yes;yes;no;no;buena;muy poco;poco;1;1;regular;0;18;19;19
GP;hombre;18;rural;LE3;juntos;3;2;services;other;reputation;mother;15 a 30 min;3;0;no;yes;no;yes;yes;yes;yes;no;excelente;alto;poco;1;1;buena;0;14;15;15
GP;hombre;17;urbano;GT3;juntos;3;3;health;other;home;mother;menos de 15min;1;0;no;yes;no;no;yes;yes;yes;no;muy buena;alto;medio;1;3;muy buena;0;14;15;15
GP;mujer;19;urbano;GT3;juntos;4;4;health;other;reputation;other;15 a 30 min;2;0;no;yes;no;yes;yes;yes;yes;no;mala;medio;alto;2;3;mala;2;14;13;13
GP;mujer;18;urbano;LE3;juntos;4;3;other;other;home;other;15 a 30 min;2;0;no;yes;no;no;yes;yes;yes;yes;muy buena;alto;muy alto;1;2;mala;0;13;14;14
GP;mujer;18;urbano;GT3;juntos;4;3;other;other;reputation;father;menos de 15min;4;0;no;yes;no;no;yes;yes;yes;no;muy buena;medio;medio;1;1;regular;0;16;17;17
GP;hombre;18;urbano;LE3;juntos;4;4;teacher;teacher;home;mother;menos de 15min;1;0;no;yes;no;no;yes;yes;yes;yes;muy mala;alto;poco;2;2;muy mala;0;18;18;17
GP;mujer;18;urbano;LE3;separados;4;4;health;other;home;mother;menos de 15min;2;0;no;yes;yes;no;yes;yes;yes;yes;muy buena;poco;alto;1;1;buena;0;14;15;15
GP;hombre;17;urbano;LE3;juntos;4;4;other;teacher;home;father;15 a 30 min;1;0;no;no;no;no;yes;yes;yes;no;muy buena;muy poco;muy poco;2;2;muy buena;0;12;13;13
GP;mujer;17;rural;GT3;juntos;4;4;services;services;reputation;mother;15 a 30 min;3;0;no;yes;no;yes;yes;yes;yes;no;excelente;medio;alto;1;1;muy buena;0;7;7;8
GP;mujer;17;urbano;GT3;juntos;4;2;other;other;reputation;mother;15 a 30 min;3;0;no;yes;no;no;yes;yes;yes;no;muy buena;medio;medio;1;1;regular;0;16;16;16
GP;mujer;17;urbano;GT3;juntos;3;2;health;health;reputation;father;menos de 15min;4;0;no;yes;no;yes;no;yes;yes;no;excelente;poco;poco;1;2;muy buena;0;18;18;18
GP;hombre;19;rural;LE3;juntos;2;1;at_home;services;course;mother;15 a 30 min;3;1;no;no;no;yes;yes;yes;yes;yes;muy buena;medio;muy poco;1;1;muy buena;0;9;10;11
GP;hombre;20;urbano;GT3;separados;3;2;services;other;course;other;menos de 15min;1;2;no;no;no;yes;yes;yes;no;no;excelente;muy alto;medio;1;1;muy buena;0;14;15;15
GP;hombre;19;rural;GT3;juntos;3;3;other;services;reputation;father;menos de 15min;2;0;no;no;no;yes;yes;yes;no;yes;muy buena;muy alto;medio;1;2;muy buena;0;10;10;11
GP;mujer;18;urbano;GT3;juntos;1;4;other;teacher;home;mother;menos de 15min;2;0;yes;yes;no;no;no;yes;no;yes;buena;alto;alto;1;2;muy buena;2;10;10;11
GP;mujer;18;urbano;GT3;juntos;2;1;services;other;course;mother;15 a 30 min;2;0;no;yes;no;yes;yes;yes;yes;no;excelente;medio;medio;1;2;muy mala;2;12;12;15
GP;mujer;17;urbano;GT3;juntos;2;3;other;other;course;father;15 a 30 min;2;0;no;no;no;yes;yes;yes;yes;yes;muy buena;poco;muy poco;1;1;regular;2;11;12;14
GP;mujer;17;rural;GT3;juntos;4;4;teacher;teacher;course;mother;menos de 15min;1;0;no;no;no;yes;yes;yes;yes;no;muy buena;alto;alto;1;1;muy buena;2;15;16;17
GP;mujer;18;urbano;GT3;juntos;4;3;other;other;course;mother;menos de 15min;3;0;no;yes;no;yes;yes;yes;yes;yes;muy buena;medio;alto;1;1;muy buena;2;14;15;17
GP;mujer;18;urbano;LE3;juntos;4;3;health;services;course;mother;15 a 30 min;1;0;no;yes;no;no;yes;yes;yes;no;buena;poco;alto;1;4;muy mala;8;12;12;15
GP;mujer;17;rural;GT3;juntos;3;4;at_home;services;course;father;menos de 15min;3;0;no;yes;no;yes;no;yes;yes;no;muy buena;medio;alto;2;5;muy buena;2;15;15;17
GP;mujer;18;urbano;GT3;juntos;3;3;at_home;other;course;father;menos de 15min;2;0;no;yes;no;no;yes;yes;yes;no;muy buena;muy poco;alto;1;1;regular;8;11;12;14
GP;hombre;19;urbano;GT3;juntos;4;2;health;other;course;mother;15 a 30 min;2;0;no;yes;no;yes;yes;yes;yes;yes;excelente;alto;alto;1;1;muy mala;9;11;10;10
GP;mujer;18;urbano;GT3;juntos;4;4;teacher;other;course;mother;menos de 15min;2;0;no;yes;no;no;yes;yes;yes;no;muy buena;alto;alto;3;3;muy buena;0;12;11;13
GP;mujer;18;urbano;GT3;juntos;3;4;other;other;course;mother;menos de 15min;1;0;no;yes;no;yes;yes;yes;yes;yes;excelente;alto;alto;1;1;muy mala;4;11;12;14
GP;mujer;17;urbano;GT3;juntos;4;4;health;health;course;mother;menos de 15min;1;0;no;no;no;yes;yes;yes;yes;no;excelente;medio;alto;1;2;muy buena;2;14;15;17
GP;mujer;17;urbano;GT3;separados;4;3;services;services;course;mother;menos de 15min;2;0;no;yes;no;no;yes;yes;yes;yes;excelente;poco;poco;1;2;muy buena;14;15;14;17
GP;mujer;17;urbano;LE3;separados;3;3;services;other;home;mother;menos de 15min;2;0;yes;yes;no;no;yes;yes;yes;no;excelente;medio;medio;1;1;muy buena;0;12;12;13
GP;mujer;17;urbano;LE3;juntos;2;1;other;other;home;father;menos de 15min;2;0;no;no;no;yes;yes;yes;yes;no;muy buena;poco;medio;2;2;mala;2;11;12;14
GP;hombre;18;urbano;LE3;juntos;4;4;other;other;reputation;father;menos de 15min;1;0;no;yes;no;no;yes;yes;yes;no;muy buena;poco;muy alto;3;4;muy buena;2;8;9;11
GP;mujer;19;urbano;GT3;juntos;1;1;other;other;course;other;30 min a 1 hora;3;0;no;no;no;yes;yes;no;no;yes;muy mala;muy alto;muy alto;4;3;muy buena;12;10;10;11
GP;mujer;19;urbano;LE3;separados;1;1;other;other;course;other;30 min a 1 hora;2;2;no;yes;no;no;no;yes;yes;yes;excelente;medio;alto;1;1;buena;2;8;8;9
GP;mujer;18;urbano;GT3;juntos;2;2;other;other;course;mother;menos de 15min;1;0;no;yes;no;yes;yes;yes;yes;yes;muy buena;medio;muy alto;2;4;muy buena;2;10;10;10
GP;mujer;17;urbano;GT3;juntos;2;2;other;other;course;mother;menos de 15min;2;0;no;yes;no;no;yes;yes;no;yes;muy buena;poco;poco;1;1;regular;4;14;13;13
GP;mujer;17;rural;LE3;juntos;2;2;services;services;course;mother;menos de 15min;3;0;no;yes;no;yes;yes;yes;yes;no;buena;medio;poco;2;2;regular;0;11;11;10
GP;mujer;17;urbano;GT3;juntos;3;1;services;services;course;father;menos de 15min;3;0;no;yes;no;no;no;yes;yes;no;buena;alto;medio;2;3;muy buena;0;17;18;17
GP;mujer;17;urbano;LE3;juntos;0;2;at_home;at_home;home;father;15 a 30 min;3;0;no;no;no;no;yes;yes;yes;no;buena;medio;medio;2;3;mala;0;14;14;15
GP;mujer;18;urbano;GT3;juntos;1;1;other;other;home;mother;15 a 30 min;3;0;no;no;no;yes;yes;yes;yes;no;muy buena;muy alto;muy alto;1;2;mala;0;14;14;14
GP;hombre;18;urbano;GT3;juntos;4;4;other;other;course;mother;menos de 15min;3;0;no;no;no;yes;yes;yes;yes;no;;medio;medio;2;2;regular;0;13;14;13
GP;hombre;17;urbano;GT3;juntos;3;3;other;services;reputation;mother;menos de 15min;1;0;no;no;no;yes;no;yes;yes;no;muy buena;medio;muy alto;3;5;muy buena;0;17;18;17
GP;hombre;17;rural;GT3;juntos;2;2;services;other;course;mother;mas de 1 hora;1;0;no;yes;no;no;yes;yes;yes;no;muy buena;alto;muy alto;5;5;buena;2;11;10;10
GP;mujer;17;urbano;GT3;juntos;4;4;teacher;services;course;mother;menos de 15min;3;0;no;yes;no;yes;yes;yes;yes;no;excelente;;alto;1;3;buena;0;13;12;13
GP;mujer;17;urbano;GT3;juntos;4;4;teacher;teacher;course;mother;15 a 30 min;3;0;no;yes;no;no;no;yes;yes;yes;muy buena;medio;medio;1;2;buena;4;15;14;15
GP;mujer;17;urbano;GT3;juntos;3;3;at_home;other;course;mother;menos de 15min;1;0;no;yes;yes;yes;yes;yes;yes;no;muy buena;poco;muy alto;2;5;muy buena;2;11;12;11
GP;hombre;18;urbano;LE3;juntos;2;2;other;other;course;mother;menos de 15min;4;0;no;yes;yes;yes;yes;yes;yes;no;muy buena;muy alto;;2;4;muy buena;0;11;11;12
GP;hombre;19;rural;GT3;juntos;3;2;at_home;services;home;other;menos de 15min;1;0;no;yes;no;no;no;yes;no;yes;excelente;medio;alto;2;2;muy buena;0;11;10;10
GP;mujer;18;urbano;GT3;juntos;2;2;at_home;other;course;mother;mas de 1 hora;2;0;no;no;no;yes;yes;yes;no;yes;muy buena;poco;muy alto;1;1;;2;10;9;10
GP;mujer;17;rural;GT3;juntos;2;4;at_home;other;course;father;menos de 15min;3;0;no;yes;no;no;yes;yes;yes;yes;muy buena;alto;medio;1;1;muy buena;0;15;15;15
GP;hombre;18;urbano;GT3;juntos;2;2;other;other;reputation;mother;menos de 15min;1;0;no;no;no;no;no;yes;yes;no;excelente;alto;poco;1;2;muy buena;6;15;14;15
GP;mujer;18;urbano;GT3;juntos;3;3;services;services;home;mother;menos de 15min;2;0;no;no;no;yes;yes;yes;yes;no;excelente;medio;alto;1;1;buena;8;10;11;12
GP;mujer;18;urbano;LE3;juntos;2;2;other;other;home;other;menos de 15min;2;0;no;no;no;yes;no;yes;yes;yes;muy buena;medio;medio;1;1;mala;0;10;9;12
GP;mujer;18;rural;GT3;juntos;2;2;at_home;other;course;mother;15 a 30 min;4;0;no;no;no;yes;yes;yes;no;no;muy buena;alto;alto;1;1;buena;6;14;13;14
GP;mujer;17;urbano;GT3;juntos;3;4;services;other;course;mother;menos de 15min;3;0;no;no;no;no;yes;yes;yes;no;muy buena;alto;muy alto;1;3;muy buena;8;11;13;14
GP;mujer;17;urbano;GT3;juntos;3;2;other;other;home;mother;menos de 15min;2;0;no;yes;no;no;yes;yes;yes;yes;muy buena;medio;poco;2;3;mala;0;12;13;15
GP;mujer;18;urbano;LE3;juntos;3;3;services;services;home;mother;menos de 15min;4;0;no;yes;no;no;yes;yes;yes;no;excelente;medio;medio;1;1;muy mala;4;14;14;15
GP;mujer;17;rural;GT3;separados;3;2;other;other;home;mother;menos de 15min;2;0;no;yes;no;no;yes;yes;yes;no;muy buena;medio;medio;2;3;mala;0;14;14;16
GP;hombre;18;urbano;GT3;juntos;4;4;teacher;services;home;father;menos de 15min;2;0;no;yes;no;yes;yes;yes;yes;no;muy buena;medio;medio;2;2;mala;0;12;12;13
GP;hombre;18;urbano;LE3;juntos;3;4;services;other;home;mother;menos de 15min;2;0;no;no;no;yes;yes;yes;yes;yes;muy buena;medio;medio;1;3;muy buena;6;16;16;17
GP;mujer;17;urbano;GT3;separados;2;2;at_home;at_home;home;father;menos de 15min;2;0;no;yes;no;no;yes;yes;yes;yes;buena;medio;muy poco;1;2;buena;18;10;12;14
GP;mujer;18;urbano;GT3;juntos;2;3;at_home;other;course;mother;menos de 15min;3;0;no;yes;no;no;yes;yes;yes;no;muy buena;medio;medio;1;2;regular;0;11;12;14
GP;mujer;18;urbano;GT3;juntos;3;2;other;services;other;mother;menos de 15min;3;0;no;no;no;no;yes;yes;yes;yes;excelente;alto;medio;2;3;muy mala;4;14;16;17
GP;hombre;18;rural;GT3;juntos;4;3;teacher;services;course;mother;menos de 15min;3;0;no;no;no;no;yes;yes;yes;yes;excelente;medio;poco;1;2;buena;4;15;14;17
GP;hombre;18;urbano;GT3;juntos;4;3;teacher;other;course;mother;menos de 15min;3;0;no;yes;no;no;yes;yes;yes;yes;excelente;alto;muy alto;2;3;muy buena;0;14;13;14
GP;mujer;17;urbano;GT3;juntos;4;3;health;other;reputation;mother;;3;0;no;yes;no;yes;yes;yes;yes;yes;muy buena;alto;medio;1;3;buena;0;11;12;13
GP;mujer;17;urbano;GT3;juntos;2;1;services;other;course;mother;15 a 30 min;2;0;no;yes;no;yes;yes;yes;yes;yes;muy buena;medio;alto;2;2;muy mala;10;12;15;15
GP;mujer;17;urbano;GT3;juntos;2;1;services;other;reputation;mother;menos de 15min;2;0;no;yes;no;yes;yes;yes;yes;no;muy buena;medio;muy alto;2;4;buena;4;12;16;16
GP;mujer;19;urbano;LE3;separados;2;3;at_home;other;home;other;15 a 30 min;1;1;no;no;no;no;yes;no;yes;no;mala;poco;medio;3;4;muy buena;16;10;11;11
GP;mujer;17;urbano;GT3;juntos;3;1;;at_home;home;;menos de 15min;1;1;no;yes;yes;no;yes;yes;yes;yes;muy buena;muy poco;poco;1;1;regular;6;10;13;13
GP;mujer;21;urbano;LE3;juntos;4;4;other;other;reputation;other;menos de 15min;3;2;no;no;yes;yes;yes;yes;yes;no;buena;medio;poco;1;1;muy buena;0;9;12;12
GP;hombre;18;urbano;LE3;juntos;2;2;services;;;mother;menos de 15min;2;0;no;yes;no;yes;no;no;yes;no;muy buena;alto;alto;1;3;regular;11;9;11;12
GP;hombre;18;urbano;LE3;separados;3;4;other;other;reputation;other;menos de 15min;2;0;no;no;no;yes;yes;yes;yes;yes;muy buena;medio;muy alto;1;4;mala;9;13;14;15
GP;mujer;17;urbano;GT3;juntos;2;2;services;services;reputation;mother;menos de 15min;2;0;no;yes;no;yes;yes;yes;yes;no;muy buena;medio;alto;1;3;buena;0;13;17;17
GP;hombre;17;urbano;LE3;separados;4;4;health;other;reputation;mother;menos de 15min;3;0;no;yes;no;no;yes;yes;yes;no;muy buena;alto;poco;1;2;buena;2;12;15;15
GP;mujer;18;urbano;LE3;juntos;4;2;teacher;other;course;mother;menos de 15min;2;0;no;yes;no;yes;yes;yes;yes;no;muy buena;poco;poco;1;1;regular;0;14;17;17
GP;hombre;21;rural;LE3;juntos;1;1;at_home;other;course;other;15 a 30 min;2;2;no;yes;no;yes;yes;no;yes;yes;excelente;medio;medio;5;2;buena;21;9;10;10
GP;mujer;20;rural;GT3;juntos;1;1;other;other;reputation;other;15 a 30 min;3;0;no;no;no;no;yes;yes;yes;yes;buena;poco;poco;1;3;regular;8;11;15;15
GP;mujer;19;urbano;GT3;juntos;4;4;teacher;other;home;other;menos de 15min;1;1;no;yes;no;no;yes;yes;yes;yes;buena;poco;muy alto;4;4;muy buena;5;9;10;11
GP;hombre;17;urbano;LE3;separados;3;2;other;other;reputation;mother;menos de 15min;2;0;no;yes;no;no;yes;yes;yes;no;muy buena;alto;alto;1;2;muy buena;10;16;18;18
GP;mujer;18;urbano;GT3;juntos;3;2;at_home;other;reputation;father;menos de 15min;3;0;no;yes;no;no;yes;yes;yes;yes;muy buena;medio;alto;1;2;mala;5;14;17;17
GP;hombre;18;rural;GT3;juntos;2;3;other;services;reputation;father;menos de 15min;1;0;no;no;no;no;yes;yes;yes;no;buena;muy poco;medio;4;5;buena;13;13;14;14
GP;hombre;19;urbano;GT3;juntos;2;1;other;other;reputation;mother;menos de 15min;1;0;no;no;no;no;yes;yes;yes;no;excelente;medio;alto;1;4;buena;10;7;11;11
GP;mujer;18;urbano;LE3;separados;2;2;services;other;reputation;mother;15 a 30 min;2;0;no;yes;no;no;yes;yes;yes;no;muy buena;muy poco;alto;1;3;buena;10;14;17;17
GP;mujer;20;urbano;GT3;juntos;1;0;other;other;reputation;mother;15 a 30 min;1;1;yes;no;no;no;yes;yes;yes;yes;excelente;medio;muy poco;1;1;muy buena;5;8;10;10
GP;mujer;18;urbano;GT3;juntos;3;2;services;other;home;mother;menos de 15min;2;0;no;yes;no;yes;no;yes;yes;yes;buena;muy poco;poco;1;2;muy mala;4;10;13;13
MS;mujer;16;urbano;GT3;juntos;1;3;at_home;other;other;father;15 a 30 min;1;0;no;yes;no;no;yes;no;yes;yes;muy buena;medio;medio;1;3;muy buena;11;10;11;11
MS;mujer;16;rural;GT3;juntos;2;2;other;other;course;mother;15 a 30 min;2;0;no;yes;no;yes;yes;yes;yes;no;muy buena;alto;alto;1;1;muy buena;0;12;12;12
MS;mujer;15;rural;GT3;juntos;1;1;at_home;services;other;mother;menos de 15min;1;1;no;yes;no;no;yes;yes;no;yes;muy buena;muy poco;medio;1;1;mala;6;10;10;10
MS;mujer;15;rural;GT3;juntos;3;3;at_home;other;course;mother;15 a 30 min;1;0;no;yes;no;no;yes;yes;yes;no;excelente;alto;alto;2;3;muy buena;4;10;10;11
MS;mujer;16;rural;GT3;juntos;2;3;at_home;services;course;mother;15 a 30 min;2;0;no;no;no;no;yes;yes;no;no;muy buena;muy alto;poco;1;2;muy buena;0;16;17;17
MS;mujer;15;rural;LE3;juntos;2;1;at_home;other;home;mother;15 a 30 min;1;0;no;no;no;no;yes;no;no;no;muy mala;medio;alto;1;1;muy mala;0;6;8;9
MS;hombre;16;rural;LE3;separados;4;4;at_home;other;home;mother;menos de 15min;2;0;no;yes;no;no;yes;yes;no;no;excelente;medio;poco;1;3;mala;5;10;11;11
MS;hombre;16;urbano;GT3;separados;1;2;other;other;other;mother;menos de 15min;3;0;yes;no;no;no;yes;yes;yes;no;muy buena;alto;medio;1;1;muy buena;0;10;11;11
MS;mujer;17;rural;GT3;juntos;3;2;at_home;other;course;father;menos de 15min;2;1;no;no;no;no;yes;yes;no;yes;muy buena;muy alto;alto;1;2;muy buena;0;10;10;10
MS;mujer;17;rural;GT3;juntos;1;1;other;other;other;father;menos de 15min;1;1;no;yes;no;no;no;no;yes;no;excelente;alto;alto;2;2;muy buena;0;6;6;7
MS;mujer;15;rural;GT3;juntos;4;4;teacher;other;course;mother;15 a 30 min;1;0;no;no;no;no;yes;yes;yes;yes;muy mala;muy alto;muy poco;3;5;muy buena;0;13;14;14
MS;mujer;16;urbano;LE3;separados;2;2;at_home;other;reputation;mother;15 a 30 min;4;0;no;no;no;yes;no;no;no;yes;muy mala;poco;muy poco;1;1;muy mala;4;10;9;11
MS;mujer;15;rural;LE3;juntos;1;1;at_home;services;reputation;father;15 a 30 min;2;0;no;yes;no;no;yes;yes;yes;no;excelente;alto;medio;1;2;buena;0;10;10;10
MS;mujer;15;rural;LE3;juntos;1;1;other;services;course;mother;15 a 30 min;1;1;no;yes;no;no;yes;yes;yes;yes;muy buena;alto;medio;1;2;mala;4;6;7;8
MS;mujer;16;rural;GT3;juntos;0;2;other;other;other;mother;15 a 30 min;1;0;no;yes;no;yes;yes;yes;no;no;buena;poco;medio;1;2;mala;0;12;11;12
MS;mujer;17;rural;GT3;juntos;2;3;other;other;course;mother;15 a 30 min;1;0;no;yes;no;no;yes;yes;yes;no;excelente;muy alto;muy alto;1;3;regular;2;10;11;12
MS;mujer;15;rural;GT3;juntos;3;3;other;services;course;father;15 a 30 min;1;0;no;no;no;no;no;yes;yes;no;muy buena;muy poco;medio;1;1;buena;0;14;16;16
MS;hombre;16;urbano;GT3;juntos;1;1;at_home;services;home;mother;15 a 30 min;2;0;no;yes;no;yes;yes;yes;no;yes;excelente;alto;muy alto;4;5;regular;0;7;0;0
MS;hombre;17;urbano;GT3;juntos;1;1;other;other;home;mother;menos de 15min;2;0;no;no;yes;no;no;yes;yes;no;muy buena;alto;medio;2;4;muy buena;4;8;9;9
MS;hombre;15;rural;LE3;juntos;4;1;health;services;reputation;father;menos de 15min;2;0;no;yes;no;yes;yes;yes;yes;no;excelente;medio;alto;1;2;mala;0;12;13;14
MS;hombre;15;rural;LE3;juntos;4;1;health;services;reputation;father;menos de 15min;2;0;no;yes;no;yes;yes;yes;yes;no;excelente;medio;alto;1;2;mala;7;7;9;8
